HTS Number,Description,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,CIF Value,Product Cost,Freight,Insurance,General Rate of Duty Parsed (%),General Rate of Duty Duty Amount,Special Rate of Duty Parsed (%),Special Rate of Duty Duty Amount,Column 2 Rate of Duty Parsed (%),Column 2 Rate of Duty Duty Amount
0304.54.00.00,Swordfish (Xiphias gladius),Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.55.00.00,Toothfish (Dissostichus spp.),Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.56.00.00,Dogfish and other sharks,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.57.00.00,Rays and skates (Rajidae),Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.59.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.61.00.00,Tilapias (Oreochromis spp.),Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.62.00,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.63.00.00,Nile perch (Lates niloticus),Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.69.00.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.71.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.71.50.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.72.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.72.50.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.73.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.73.50.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.74.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.74.50.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.75.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.75.50.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.79.10,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.79.50.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.81.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.81.50,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.82.10.00,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.82.50.00,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.83.10,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.83.50,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.84.00.00,Swordfish (Xiphias gladius),Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.85.00.00,Toothfish (Dissostichus spp.),Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.86.00.00,"Herrings (Clupea harengus, Clupea pallasii)",Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.87.00.00,"Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.88.00.00,"Dogfish, other sharks, rays and skates (Rajidae)",Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.89.10,"Skinned, whether or not divided into pieces, and frozen into blocks each weighing over 4.5 kg, imported to be minced, ground or cut into pieces of uniform weights and dimensions",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.89.50,Other,Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0304.91.10.00,In bulk or in immediate containers weighing with their contents over 6.8 kg each,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.91.90.00,Other,6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0304.92.10.00,In bulk or in immediate containers weighing with their contents over 6.8 kg each,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.92.90.00,Other,6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0304.93.10,In bulk or in immediate containers weighing with their contents over 6.8 kg each,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.93.90.00,Other,6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0304.94.10,In bulk or in immediate containers weighing with their contents over 6.8 kg each,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.94.90.00,Other,6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0304.95.10,In bulk or in immediate containers weighing with their contents over 6.8 kg each,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.95.90.00,Other,6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0304.96.00.00,Dogfish and other sharks,6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0304.97.00.00,Rays and skates (Rajidae),6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0304.99.11,In bulk or in immediate containers weighing with their contents over 6.8 kg each,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0304.99.91,Other,6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0305.20.20.00,Sturgeon roe,7.5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30%,10600.0,10000.0,500.0,100.0,0.075,795.0,0.0,0.0,0.3,3180.0
0305.20.40,Other,Free,,44¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.04150943396226415,440.0
0305.31.01.00,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",Free,,2.2¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0020754716981132076,22.0
0305.32.00,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",Free,,2.2¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0020754716981132076,22.0
0305.39.20.00,"Herrings, in immediate containers weighing with their contents 6.8 kg or less each",4%,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",25%,10600.0,10000.0,500.0,100.0,0.04,424.0,0.0,0.0,0.25,2650.0
0305.39.40.00,"Mackerel, in immediate containers weighing with their contents 6.8 kg or less each",5%,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",25%,10600.0,10000.0,500.0,100.0,0.05,530.0,0.0,0.0,0.25,2650.0
0305.39.61,Other,Free,,2.2¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0020754716981132076,22.0
0305.41.00.00,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus),Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",5%,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",25%,10600.0,10000.0,500.0,100.0,0.05,530.0,0.0,0.0,0.25,2650.0
0305.42.00,"Herrings (Clupea harengus, Clupea pallasii)",Free,,6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.006226415094339623,66.0
0305.43.00.00,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Free,,6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.006226415094339623,66.0
0305.44.01.00,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",Free,,6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.006226415094339623,66.0
0305.49.20.00,Mackerel,Free,,25%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.25,2650.0
0305.49.40,Other,Free,,6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.006226415094339623,66.0
0305.51.00.00,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Free,,5.5¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.005188679245283019,55.0
0305.52.00.00,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0305.53.00.00,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae,Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod (Gadus morhua, Gadus ogac, Gadus macrocephalus).",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0305.54.00.00,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae)",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0305.59.00.01,Other,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0305.61.20.00,In immediate containers weighing with their contents 6.8 kg or less each,4%,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",25%,10600.0,10000.0,500.0,100.0,0.04,424.0,0.0,0.0,0.25,2650.0
0305.61.40.00,Other,Free,,2.2¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0020754716981132076,22.0
0305.62.00,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0305.63.20.00,In airtight containers,5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.05,530.0,0.0,0.0,0.25,2650.0
0305.63.40.00,Other,Free,,1%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.01,106.0
0305.63.60.00,Other,Free,,2.5%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.025,265.0
0305.64.10.00,In immediate containers weighing with their contents 6.8 kg or less each,Free,,25%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.25,2650.0
0305.64.50.00,Other,0.5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",1%,10600.0,10000.0,500.0,100.0,0.005,53.0,0.0,0.0,0.01,106.0
0305.69.10,"Cusk, haddock, hake (Urophycis spp.) and pollock",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0305.69.20.00,In immediate containers weighing with their contents 6.8 kg or less each,5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.05,530.0,0.0,0.0,0.25,2650.0
0305.69.30.00,Other,Free,,2.2¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0020754716981132076,22.0
0305.69.40.00,Salmon,3%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.03,318.0,0.0,0.0,0.25,2650.0
0305.69.50.01,In immediate containers weighing with their contents 6.8 kg or less each,Free,,25%,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.25,2650.0
0305.69.60.01,Other,0.5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",1%,10600.0,10000.0,500.0,100.0,0.005,53.0,0.0,0.0,0.01,106.0
0305.71.00.00,Shark fins,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0305.72.00.00,"Fish heads, tails and maws",Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0305.79.00.00,Other,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0306.14.20.00,Crabmeat,7.5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15%,10600.0,10000.0,500.0,100.0,0.075,795.0,0.0,0.0,0.15,1590.0
0306.33.20.00,Crabmeat,7.5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15%,10600.0,10000.0,500.0,100.0,0.075,795.0,0.0,0.0,0.15,1590.0
0306.93.20.00,Crabmeat,7.5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15%,10600.0,10000.0,500.0,100.0,0.075,795.0,0.0,0.0,0.15,1590.0
0307.60.00.00,"Snails, other than sea snails",5%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,10600.0,10000.0,500.0,100.0,0.05,530.0,0.0,0.0,0.2,2120.0
0309.10.05.00,In bulk or in immediate containers weighing with their contents over 6.8 kg each,Free,,2.8¢/kg,10600.0,10000.0,500.0,100.0,0.0,0.0,0.0,0.0,0.0026415094339622643,28.000000000000004
0309.10.90.00,Other,6%,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,10600.0,10000.0,500.0,100.0,0.06,636.0,0.0,0.0,0.25,2650.0
0401.50.42.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,12.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",31¢/kg,10600.0,10000.0,500.0,100.0,0.01160377358490566,123.0,0.0,0.0,0.029245283018867925,310.0
0401.50.50.00,Described in additional U.S. note 6 to this chapter and entered pursuant to its provisions,12.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",31¢/kg,10600.0,10000.0,500.0,100.0,0.01160377358490566,123.0,0.0,0.0,0.029245283018867925,310.0
0402.10.05.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,3.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.006226415094339623,66.0
0402.10.10.00,Described in additional U.S. note 7 to this chapter and entered pursuant to its provisions,3.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.006226415094339623,66.0
0402.10.50.00,Other,86.5¢/kg,"Free (BH,CL,JO,MA,OM,P,PE,SG) 5.7¢/kg (CO,KR,PA) See 9822.04.15 (AU) See 9823.02.01-9823.02.04 (S+) See 9908.04.03 (IL)",$1.018/kg,10600.0,10000.0,500.0,100.0,0.08160377358490566,865.0,0.0,0.0,0.0,0.0
0402.21.02.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,3.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.006226415094339623,66.0
0402.21.05.00,Described in additional U.S. note 7 to this chapterand entered pursuant to its provisions,3.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",6.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.006226415094339623,66.0
0402.21.25.00,Other,86.5¢/kg,"Free (BH,CL,JO,MA,OM,P,PE,SG) 5.7¢/kg (CO,KR,PA) See 9822.04.15 (AU) See 9823.02.01-9823.02.04 (S+) See 9908.04.03 (IL)",$1.018/kg,10600.0,10000.0,500.0,100.0,0.08160377358490566,865.0,0.0,0.0,0.0,0.0
0402.21.27.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,6.8¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",13.7¢/kg,10600.0,10000.0,500.0,100.0,0.006415094339622641,68.0,0.0,0.0,0.012924528301886793,137.0
0402.21.30.00,Described in additional U.S. note 8 to this chapterand entered pursuant to its provisions,6.8¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",13.7¢/kg,10600.0,10000.0,500.0,100.0,0.006415094339622641,68.0,0.0,0.0,0.012924528301886793,137.0
0402.21.73.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,13.7¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",27.3¢/kg,10600.0,10000.0,500.0,100.0,0.012924528301886793,137.0,0.0,0.0,0.025754716981132075,273.0
0402.21.75.00,Described in additional U.S. note 9 to this chapter and entered pursuant to its provisions,13.7¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",27.3¢/kg,10600.0,10000.0,500.0,100.0,0.012924528301886793,137.0,0.0,0.0,0.025754716981132075,273.0
0402.29.05.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,17.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.175,1854.9999999999998,0.0,0.0,0.35,3709.9999999999995
0402.29.10.00,Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions,17.5%,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",35%,10600.0,10000.0,500.0,100.0,0.175,1854.9999999999998,0.0,0.0,0.35,3709.9999999999995
0402.29.50.00,Other,$1.104/kg + 14.9%,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 7.3¢/kg + 0.9% (PA) See 9822.04.25 (AU) See 9823.05.01-9823.05.06 (S+) See 9918.04.60, 9918.04.61 (CO)",$1.299/kg + 17.5%,10600.0,10000.0,500.0,100.0,0.149,1579.3999999999999,0.0,0.0,0.175,1854.9999999999998
0402.91.03.00,In airtight containers,2.2¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",4¢/kg,10600.0,10000.0,500.0,100.0,0.0020754716981132076,22.0,0.0,0.0,0.0037735849056603774,40.0
0402.91.06.00,Other,3.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",5.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.005283018867924529,56.00000000000001
0402.91.10.00,In airtight containers,2.2¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",4¢/kg,10600.0,10000.0,500.0,100.0,0.0020754716981132076,22.0,0.0,0.0,0.0037735849056603774,40.0
0402.91.30.00,Other,3.3¢/kg,"Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",5.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.005283018867924529,56.00000000000001
0402.91.70.00,In airtight containers,31.3¢/kg,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 2¢/kg (CO) See 9822.04.30 (AU) See 9823.07.01-9823.07.07 (S+) See 9919.04.10, 9919.04.11, 9919.04.13 (PA)",36.8¢/kg,10600.0,10000.0,500.0,100.0,0.029528301886792452,313.0,0.0,0.0,0.03471698113207547,368.0
0402.91.90.00,Other,31.3¢/kg,"Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 2¢/kg (CO) See 9822.04.30 (AU) See 9823.07.01-9823.07.07 (S+) See 9919.04.10, 9919.04.11, 9919.04.13 (PA)",36.8¢/kg,10600.0,10000.0,500.0,100.0,0.029528301886792452,313.0,0.0,0.0,0.03471698113207547,368.0
0402.99.03.00,In airtight containers,3.9¢/kg,"Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)",6¢/kg,10600.0,10000.0,500.0,100.0,0.0036792452830188677,39.0,0.0,0.0,0.005660377358490566,59.99999999999999
0402.99.06.00,Other,3.3¢/kg,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",5.6¢/kg,10600.0,10000.0,500.0,100.0,0.0031132075471698114,33.0,0.0,0.0,0.005283018867924529,56.00000000000001
